Quote Number,Job Type Number,Customer,Email,Vehicle Registration Number,Vehicle Fleet Number,Vehicle Make,Vehicle Model,Issue Date,Due Date,Description,Category,Details,Unit Price,Quantity,Discount Percentage,Net Amount,Tax Amount,Total Amount,Taxable,Stock Number,Stock Name,Stock Category,Unit Cost,COGS,Inventory Asset Account Code,Inventory Asset Account Name,Sales Account Code,Sales Account Name,Salesperson,Created At,Updated At
10026,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",080YYW,,Toyota ,hilux ,31/01/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",31/01/2023 10:49,31/01/2023 10:49
10026,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",080YYW,,Toyota ,hilux ,31/01/2023,,Rounding to 5c,,"",-0.01,1.0,"",-0.01,0,-0.01,Y,,,,0.0,,,,,0.0,"",31/01/2023 10:49,31/01/2023 10:49
10027,,Charlie Booth,rblmbooth@hotmail.com,,,,,31/01/2023,07/02/2023,11003531 - 245/70R16LT BS D697 118R,4WD Tyres,"",388.0,4.0,"",1552.0,155.2,1707.2,Y,11003531,245/70R16LT D697 118R B/STONE,4WD Tyres,277.36,,,,,1109.44,"Troy Tompkins,Troy Tompkins",31/01/2023 12:16,31/01/2023 12:39
10027,,Charlie Booth,rblmbooth@hotmail.com,,,,,31/01/2023,07/02/2023,1130173 - 245/70 R16 TOYO  AT2,4WD Tyres,2457016,318.1818,4.0,"",1272.7272,127.2727,1399.9999,Y,1130173,245/70R16  AT2 TOYO,4WD Tyres,171.08,,,,,684.32,"Troy Tompkins,Troy Tompkins",31/01/2023 12:31,31/01/2023 12:39
10027,,Charlie Booth,rblmbooth@hotmail.com,,,,,31/01/2023,07/02/2023,3914120559 - Cooper LT245/70R16 118/115R AT3 LT BSW,4WD Tyres,"",340.9091,4.0,"",1363.6364,136.3636,1500.0,Y,3914120559,245/70R16LT 118/115R AT3 BSW COOPER,4WD Tyres,245.0,,,,,980.0,"Troy Tompkins,Troy Tompkins",31/01/2023 12:39,31/01/2023 12:39
10027,,Charlie Booth,rblmbooth@hotmail.com,,,,,31/01/2023,07/02/2023,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"Troy Tompkins,Troy Tompkins",31/01/2023 12:32,31/01/2023 12:39
10027,,Charlie Booth,rblmbooth@hotmail.com,,,,,31/01/2023,07/02/2023,Rounding to 5c,,"",-0.01,1.0,"",-0.01,0,-0.01,Y,,,,0.0,,,,,0.0,"Troy Tompkins,Troy Tompkins",31/01/2023 12:46,31/01/2023 12:46
10028,,Rig152 Savanna Energy,swsrig152@savannaenergy.com,,,,,02/02/2023,,30611 - 9.5R17.5 Double Coin RT500 18p 143/141J Low Loader,Truck Tyres,"",481.95,1.0,"",481.95,48.195,530.145,Y,30611,9.5R17.5 RT500 18p 143/141J L/L DOUBLECOIN,Truck Tyres,344.25,,,,,344.25,"",02/02/2023 11:16,02/02/2023 11:16
10028,,Rig152 Savanna Energy,swsrig152@savannaenergy.com,,,,,02/02/2023,,TFIT - Truck tyre fitting,Labour & Services,"",33.0,1.0,"",33.0,3.3,36.3,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",02/02/2023 11:16,02/02/2023 11:16
10028,,Rig152 Savanna Energy,swsrig152@savannaenergy.com,,,,,02/02/2023,,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",30.0,1.0,"",30.0,3.0,33.0,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",02/02/2023 11:16,02/02/2023 11:16
10029,,EUROPCAR,ecau-onroadsupport-ul@europcar.com,751EF7,eci356,ford,ranger,06/02/2023,,749865 - LT245/70R16 BF GOODRICH T/A A/T KO2 113S RWL,4WD Tyres,2457016,433.95,4.0,"",1735.8,173.58,1909.38,Y,749865,245/70R16LT T/A A/T KO2 113S RWL BF GOODRICH,4WD Tyres,309.0,,,,,1236.0,"",06/02/2023 15:19,06/02/2023 15:19
10029,,EUROPCAR,ecau-onroadsupport-ul@europcar.com,751EF7,eci356,ford,ranger,06/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,16.5,4.0,"",66.0,6.6,72.6,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",06/02/2023 15:19,06/02/2023 15:20
10029,,EUROPCAR,ecau-onroadsupport-ul@europcar.com,751EF7,eci356,ford,ranger,06/02/2023,,WA - Wheel alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",06/02/2023 15:20,06/02/2023 15:20
10030,,EUROPCAR,ecau-onroadsupport-ul@europcar.com,S432BYX,,,,06/02/2023,,749865 - LT245/70R16 BF GOODRICH T/A A/T KO2 113S RWL,4WD Tyres,2457016,433.95,4.0,"",1735.8,173.58,1909.38,Y,749865,245/70R16LT T/A A/T KO2 113S RWL BF GOODRICH,4WD Tyres,309.0,,,,,1236.0,"",06/02/2023 15:29,06/02/2023 15:29
10030,,EUROPCAR,ecau-onroadsupport-ul@europcar.com,S432BYX,,,,06/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,16.5,4.0,"",66.0,6.6,72.6,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",06/02/2023 15:29,06/02/2023 15:29
10030,,EUROPCAR,ecau-onroadsupport-ul@europcar.com,S432BYX,,,,06/02/2023,,WA - Wheel alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",06/02/2023 15:30,06/02/2023 15:30
10031,,RIG 21,r21rigmanager@ventia.com,,,,,07/02/2023,,35657 - 275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,27570225,450.0,1.0,"",450.0,45.0,495.0,Y,35657,275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,332.0,,,,,332.0,"",07/02/2023 10:33,07/02/2023 10:33
10031,,RIG 21,r21rigmanager@ventia.com,,,,,07/02/2023,,TFIT - Truck tyre fitting,Labour & Services,"",33.0,1.0,"",33.0,3.3,36.3,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",07/02/2023 10:36,07/02/2023 10:36
10032,,Charlie Booth,rblmbooth@hotmail.com,,,,,07/02/2023,,3914120550 - 285/60R18 120S ZEON COOPER LTZ PRO,4WD Tyres,2856018,471.74,4.0,"",1886.96,188.696,2075.656,Y,593162,285/60R18 120S ZEON LTZ PRO COOPER,4WD Tyres,336.96,,,,,1347.84,"",07/02/2023 15:06,14/07/2023 16:01
10032,,Charlie Booth,rblmbooth@hotmail.com,,,,,07/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,16.5,4.0,"",66.0,6.6,72.6,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",07/02/2023 15:08,07/02/2023 15:08
10032,,Charlie Booth,rblmbooth@hotmail.com,,,,,07/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",07/02/2023 15:08,07/02/2023 15:08
10032,,Charlie Booth,rblmbooth@hotmail.com,,,,,07/02/2023,,Rounding to 5c,,"",-0.02,1.0,"",-0.02,0,-0.02,Y,,,,0.0,,,,,0.0,"",07/02/2023 15:08,07/02/2023 15:08
10033,,Charlie Booth,rblmbooth@hotmail.com,,,,,07/02/2023,,046026 - 285/60R18LT BFG TA AT KO2 118S RWL,4WD Tyres,"",663.74,4.0,"",2654.96,265.496,2920.456,Y,46026,285/60R18LT T/A A/T KO2 118S RWL BF GOODRICH,4WD Tyres,430.14,,,,,1720.56,"",07/02/2023 15:28,09/03/2023 10:24
10033,,Charlie Booth,rblmbooth@hotmail.com,,,,,07/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,16.5,4.0,"",66.0,6.6,72.6,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",07/02/2023 15:28,07/02/2023 15:28
10033,,Charlie Booth,rblmbooth@hotmail.com,,,,,07/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",07/02/2023 15:28,07/02/2023 15:28
10034,,Avis Toowoomba,accounts@avisrent.com.au,,,,,08/02/2023,,R1163 - 255/65R17 YOKOHAMA GO15 114H,4WD Tyres,2556517,407.54,2.0,"",815.08,81.508,896.588,Y,R1163,255/65R17 GO15 114H YOKOHAMA,4WD Tyres,291.1,,,,,582.2,"",08/02/2023 12:25,08/02/2023 12:26
10034,,Avis Toowoomba,accounts@avisrent.com.au,,,,,08/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,16.5,2.0,"",33.0,3.3,36.3,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",08/02/2023 12:27,08/02/2023 12:27
10034,,Avis Toowoomba,accounts@avisrent.com.au,,,,,08/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",08/02/2023 12:27,08/02/2023 12:27
10035,,WDOP Western Downs Outreach Project,jason@wdop.net.au,,,,,09/02/2023,14/02/2023,AR7571103 - 11R22.5 ARIVO ARST2 146/143M,Truck Tyres,11225,370.0,1.0,"",370.0,37.0,407.0,Y,AR7571103,11R22.5 ARST2 146/143M ARIVO,Truck Tyres,270.0,,,,,270.0,"",09/02/2023 08:19,09/02/2023 08:19
10035,,WDOP Western Downs Outreach Project,jason@wdop.net.au,,,,,09/02/2023,14/02/2023,TFIT - Truck tyre fitting,Labour & Services,"",33.0,1.0,"",33.0,3.3,36.3,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",09/02/2023 08:21,09/02/2023 08:21
10037,,Parkside Group,acpayable@parkside.biz,,,,,16/02/2023,,42221 - 20.5R25 E-3 /L-3 REM2,Earthmoving Tyres,20525,2400.0,2.0,"",4800.0,480.0,5280.0,Y,42221,20.5R25 E-3 /L-3 REM2,Earthmoving Tyres,1823.25,,,,,3646.5,"",16/02/2023 09:39,16/02/2023 09:39
10037,,Parkside Group,acpayable@parkside.biz,,,,,16/02/2023,,"115355 - 25"" THICK ORING",Tools,ORING,20.0,2.0,"",40.0,4.0,44.0,Y,115355,"25"" THIN ORING",Tools,4.55,,,,,9.1,"",16/02/2023 09:41,16/02/2023 10:00
10037,,Parkside Group,acpayable@parkside.biz,,,,,16/02/2023,,LAB - Tyre fitter labour charge per hour,Labour & Services,"",100.0,2.5,"",250.0,25.0,275.0,Y,LAB,Tyre Fitter Labour,Labour & Services,0.0,,,,,0.0,"",16/02/2023 09:41,16/02/2023 09:41
10038,,suffcon,"admin@suffcon.com.au, accounts@suffrengroup.com.au",25861D,,,,22/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",22/02/2023 09:19,22/02/2023 09:19
10038,,suffcon,"admin@suffcon.com.au, accounts@suffrengroup.com.au",25861D,,,,22/02/2023,,704588 - 265/75R16 BRIDGESTONE D 697,4WD Tyres,2657516,486.2,1.0,"",486.2,48.62,534.82,Y,704588,265/75R16 D697 BRIDGESTONE,4WD Tyres,347.29,,,,,347.29,"",22/02/2023 09:19,22/02/2023 09:27
10038,,suffcon,"admin@suffcon.com.au, accounts@suffrengroup.com.au",25861D,,,,22/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,1.0,"",9.4,0.94,10.34,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",22/02/2023 09:54,22/02/2023 09:54
10039,,suffcon,"admin@suffcon.com.au, accounts@suffrengroup.com.au",25861D,,,,22/02/2023,,1675180 - LT265/75R16 AT811 Razr10PR 123/120R Maxx,4WD Tyres,"",428.624,1.0,"",428.624,42.8624,471.4864,Y,1675180,265/75R16LT AT811 RAZR 10PR 123/120R MAXXIS,4WD Tyres,306.16,,,,,306.16,"",22/02/2023 09:44,22/02/2023 09:46
10039,,suffcon,"admin@suffcon.com.au, accounts@suffrengroup.com.au",25861D,,,,22/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,20.0,1.0,"",20.0,2.0,22.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",22/02/2023 09:46,22/02/2023 09:46
10039,,suffcon,"admin@suffcon.com.au, accounts@suffrengroup.com.au",25861D,,,,22/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,1.0,"",9.4,0.94,10.34,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",22/02/2023 09:48,22/02/2023 09:48
10040,,RIG 21,r21rigmanager@ventia.com,,,,,22/02/2023,,1765118 - LT265/65R17 AT811 Razr10PR 120/117S Maxx,4WD Tyres,"",424.368,2.0,"",848.736,84.8736,933.6096,Y,1765118,265/65R17LT AT811 RAZR 10PR 120/117S MAXXIS,4WD Tyres,303.12,,,,,606.24,"",22/02/2023 10:08,22/02/2023 10:08
10040,,RIG 21,r21rigmanager@ventia.com,,,,,22/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",22/02/2023 10:08,22/02/2023 10:08
10040,,RIG 21,r21rigmanager@ventia.com,,,,,22/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",22/02/2023 10:08,22/02/2023 10:08
10040,,RIG 21,r21rigmanager@ventia.com,,,,,22/02/2023,,WA - Wheel alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",22/02/2023 10:09,22/02/2023 10:09
10041,,SLR - Rig 167,SLR-Rig167@slb.com,,,,,22/02/2023,,704587 - 225/75R16 B/STONE D697,4WD Tyres,2257516,457.534,4.0,"",1830.136,183.0136,2013.1496,Y,704587,225/75R16 D697 B/STONE,4WD Tyres,326.81,,,,,1307.24,"",22/02/2023 10:52,22/02/2023 10:52
10041,,SLR - Rig 167,SLR-Rig167@slb.com,,,,,22/02/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,20.0,4.0,"",80.0,8.0,88.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",22/02/2023 10:53,22/02/2023 10:53
10041,,SLR - Rig 167,SLR-Rig167@slb.com,,,,,22/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,4.0,"",37.6,3.76,41.36,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",22/02/2023 10:54,22/02/2023 10:54
10042,,CASTLE PASTORAL,laurie.castle@hotmail.com,,,,,24/02/2023,,35657 - 275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,27570225,450.0,4.0,"",1800.0,180.0,1980.0,Y,35657,275/70 R22.5 GL283A ADVANCE ALL/P 144/141M,Truck Tyres,332.0,,,,,1328.0,"",24/02/2023 08:53,24/02/2023 08:53
10042,,CASTLE PASTORAL,laurie.castle@hotmail.com,,,,,24/02/2023,,TFIT - Truck tyre fitting,Labour & Services,"",33.0,4.0,"",132.0,13.2,145.2,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",24/02/2023 08:54,24/02/2023 08:54
10043,,Mineral Technologies,keith.joy@mineralstech.com,,,,,24/02/2023,,42199 - 29.5R25 DOUBLE COIN REM 10 200B E-3 L-3,Earthmoving Tyres,29525,5454.54,2.0,"",10909.08,1090.908,11999.988,Y,42199,29.5R25 DOUBLE COIN REM 10 200B E-3 L-3,Earthmoving Tyres,4318.0,,,,,8636.0,"",24/02/2023 12:20,24/02/2023 12:20
10044,,Maddy Kerrison,m.kerrison96@gmail.com,,,,,27/02/2023,,tfit,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",27/02/2023 14:44,27/02/2023 14:52
10044,,Maddy Kerrison,m.kerrison96@gmail.com,,,,,27/02/2023,,SCRAP - Recycle charge,Labour & Services,"",9.4,2.0,"",18.8,1.88,20.68,Y,SCRAP,Recycle charge,Labour & Services,0.0,,,,,0.0,"",27/02/2023 14:44,27/02/2023 14:44
10045,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",376VEM,,,,01/03/2023,,AR7571103 - 11R22.5 ARIVO ARST2 146/143M,Truck Tyres,11225,370.0,2.0,"",740.0,74.0,814.0,Y,AR7571103,11R22.5 ARST2 146/143M ARIVO,Truck Tyres,270.0,,,,,540.0,"",01/03/2023 09:58,01/03/2023 09:58
10045,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",376VEM,,,,01/03/2023,,TFIT - Truck tyre fitting,Labour & Services,"",33.0,2.0,"",66.0,6.6,72.6,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",01/03/2023 09:58,01/03/2023 09:58
10045,,Ventia Eastern Well Services NO 2 pty ltd,"invoices@ventia.com,",376VEM,,,,01/03/2023,,SCRAPTT - Recycle Truck Tyres,Labour & Services,"",30.0,2.0,"",60.0,6.0,66.0,Y,SCRAPTT,Recycle Truck Tyres,Labour & Services,0.0,,,,,0.0,"",01/03/2023 09:58,01/03/2023 09:58
10046,,HALLS TRANSPORT,natalietreagus@bigpond.com,,,,,06/03/2023,,1309BT - 11R22.5 BOTO BT159 148/145 K DEEP TREAD DRIVE,Truck Tyres,11225,560.0,8.0,"",4480.0,448.0,4928.0,Y,1309BT,11R22.5 BT159 148/145 K DEEP TREAD DRIVE BOTO,Truck Tyres,360.0,,,,,2880.0,"",06/03/2023 08:36,06/03/2023 08:36
10046,,HALLS TRANSPORT,natalietreagus@bigpond.com,,,,,06/03/2023,,TFIT - Truck tyre fitting,Labour & Services,"",33.0,8.0,"",264.0,26.4,290.4,Y,TFIT,Truck Tyre Fit & Strip,Labour & Services,0.0,,,,,0.0,"",06/03/2023 08:37,06/03/2023 08:37
10047,,suffcon,,,,,,06/03/2023,,EMR - Earthmover repair,Labour & Services,"",100.0,1.0,"",100.0,10.0,110.0,Y,EMR,Earthmover Repair,Labour & Services,0.0,,,,,0.0,"",06/03/2023 11:27,06/03/2023 11:27
10047,,suffcon,,,,,,06/03/2023,,82952 - 12-16.5 TR15 Tyres4U Super Tube [8],Tubes,"",48.1818,1.0,"",48.1818,4.8182,53.0,Y,82952,12-16.5 TR15 Tyres4U Super Tube [8],Tubes,31.5,,,,,31.5,"",06/03/2023 11:28,06/03/2023 11:28
10047,,suffcon,,,,,,06/03/2023,,TRAVEL - Travel per Kilometer,Travel Expense,"",1.9,50.0,"",95.0,9.5,104.5,Y,TRAVEL,Travel per Kilometer,Travel Expense,0.0,,,,,0.0,"",06/03/2023 11:29,06/03/2023 11:29
10047,,suffcon,,,,,,06/03/2023,,LAB - Tyre fitter labour charge per hour,Labour & Services,"",100.0,2.0,"",200.0,20.0,220.0,Y,LAB,Tyre Fitter Labour,Labour & Services,0.0,,,,,0.0,"",06/03/2023 11:30,06/03/2023 11:30
10048,,Suffcon,,XQ94CD,,,,06/03/2023,,30455 - 12-16.5 14PR TL Adv L-4A Skid L-4 Junkyard Boss Block,Ag Tyres,"",480.0,1.0,"",480.0,48.0,528.0,Y,30455,12-16.5 14PR TL Adv L-4A Skid L-4 Junkyard Boss Block,Ag Tyres,351.0,,,200,Sales,351.0,"",06/03/2023 11:32,06/03/2023 11:32
10048,,Suffcon,,XQ94CD,,,,06/03/2023,,EMS - Strip and Fit earthmover/tractor tyre,Labour & Services,"",100.0,1.0,"",100.0,10.0,110.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",06/03/2023 11:33,06/03/2023 11:33
10048,,Suffcon,,XQ94CD,,,,06/03/2023,,LAB - Tyre fitter labour charge per hour,Labour & Services,"",100.0,2.0,"",200.0,20.0,220.0,Y,LAB,Tyre Fitter Labour,Labour & Services,0.0,,,,,0.0,"",06/03/2023 11:33,06/03/2023 11:33
10048,,Suffcon,,XQ94CD,,,,06/03/2023,,TRAVEL - Travel per Kilometer,Travel Expense,"",1.9,50.0,"",95.0,9.5,104.5,Y,TRAVEL,Travel per Kilometer,Travel Expense,0.0,,,,,0.0,"",06/03/2023 11:33,06/03/2023 11:33
10049,,Western Downs Regional Council,"accounts@wdrc.qld.gov.au, brett.mcgrath@wdrc.qld.gov.au",,,,,06/03/2023,,Michelin 17.5R25 XTLA T/L,,"",3204.64,6.0,"",19227.84,1922.784,21150.624,Y,,,,0.0,,,,,0.0,"",06/03/2023 12:41,06/03/2023 12:44
10051,,Maddy Kerrison,m.kerrison96@gmail.com,,,,,06/03/2023,,MECHLAB - Mechanical Tradesman labour,Labour & Services,"",110.0,3.0,"",330.0,33.0,363.0,Y,MECHLAB,Mechanical Tradesman Labour,Labour & Services,0.0,,,205,Income - Automotive Repairs,0.0,"",06/03/2023 12:59,06/03/2023 12:59
10051,,Maddy Kerrison,m.kerrison96@gmail.com,,,,,06/03/2023,,FIT - Fitting arial,Labour & Services,"",20.0,1.0,"",20.0,2.0,22.0,Y,FIT,Fitting,Labour & Services,0.0,,,,,0.0,"",06/03/2023 13:00,06/03/2023 13:00
10052,,Santos,"",40803C,,John Deere,tractor,08/03/2023,,HARVEST 16.9-24 8PR 137A8 T/L HB45,,"",1131.0,10.0,"",11310.0,1131.0,12441.0,Y,,,,0.0,,,,,0.0,"",08/03/2023 13:55,23/03/2023 15:16
10052,,Santos,"",40803C,,John Deere,tractor,08/03/2023,,EMS - Strip and Fit earthmover/tractor tyre,Labour & Services,"",100.0,10.0,"",1000.0,100.0,1100.0,Y,EMS,Earthmover Fit & Strip,Labour & Services,0.0,,,,,0.0,"",08/03/2023 13:56,08/03/2023 13:56
10052,,Santos,"",40803C,,John Deere,tractor,08/03/2023,,LAB - Tyre fitter labour charge per hour,Labour & Services,"",100.0,1.0,"",100.0,10.0,110.0,Y,LAB,Tyre Fitter Labour,Labour & Services,0.0,,,,,0.0,"",08/03/2023 13:56,08/03/2023 13:56
10052,,Santos,"",40803C,,John Deere,tractor,08/03/2023,,TRAVEL - Travel per Kilometer,Travel Expense,"",1.9,1.0,"",1.9,0.19,2.09,Y,TRAVEL,Travel per Kilometer,Travel Expense,0.0,,,,,0.0,"",08/03/2023 13:56,08/03/2023 13:56
10053,,Western Downs Regional Council,"accounts@wdrc.qld.gov.au, brett.mcgrath@wdrc.qld.gov.au",,,,,09/03/2023,,1309BT - 11R22.5 BOTO BT159 148/145 K DEEP TREAD DRIVE,Truck Tyres,11225,570.0,8.0,"",4560.0,456.0,5016.0,Y,1309BT,11R22.5 BT159 148/145 K DEEP TREAD DRIVE BOTO,Truck Tyres,360.0,,,,,2880.0,"",09/03/2023 07:15,09/03/2023 07:15
10053,,Western Downs Regional Council,"accounts@wdrc.qld.gov.au, brett.mcgrath@wdrc.qld.gov.au",,,,,09/03/2023,,FREIGHT - Freight,,"",15.0,8.0,"",120.0,12.0,132.0,Y,FREIGHT,Freight,,2.27,,,,,18.16,"",09/03/2023 07:15,09/03/2023 07:15
10054,,Western Downs Regional Council,"accounts@wdrc.qld.gov.au, brett.mcgrath@wdrc.qld.gov.au",403YDP,,,,09/03/2023,,1309BT - 11R22.5 BOTO BT159 148/145 K DEEP TREAD DRIVE,Truck Tyres,11225,560.0,8.0,"",4480.0,448.0,4928.0,Y,1309BT,11R22.5 BT159 148/145 K DEEP TREAD DRIVE BOTO,Truck Tyres,360.0,,,,,2880.0,"",09/03/2023 07:42,09/03/2023 07:42
10055,,S.L & T.R BRADSHAW,tim_bradshaw@activ8.net.au,,,,,09/03/2023,,HARVEST 520/85R42(20.8R42) TL 169A8/169D HR45 XL,,"",3179.0,2.0,"",6358.0,635.8,6993.8,Y,,,,0.0,,,,,0.0,"",09/03/2023 08:45,09/03/2023 08:52
10055,,S.L & T.R BRADSHAW,tim_bradshaw@activ8.net.au,,,,,09/03/2023,,HARVEST 420/90R30(16.9R30) TL 147A8 HR45,,"",1924.0,2.0,"",3848.0,384.8,4232.8,Y,,,,0.0,,,,,0.0,"",09/03/2023 08:48,09/03/2023 08:48
10056,,Troy Jenkins,troy.jenkins1989@gmail.com,,,,,09/03/2023,,11004652 - 265/65R17LT D673 MT 120 P B/STONE,4WD Tyres,2656517,388.46,4.0,"",1553.84,155.384,1709.224,Y,11004652,265/65R17LT D673 M/T 120P B/STONE,4WD Tyres,277.47,,,,,1109.88,"",09/03/2023 12:07,09/03/2023 12:07
10056,,Troy Jenkins,troy.jenkins1989@gmail.com,,,,,09/03/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,20.0,4.0,"",80.0,8.0,88.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",09/03/2023 12:07,09/03/2023 12:07
10057,,S.L & T.R BRADSHAW,tim_bradshaw@activ8.net.au,,,,,09/03/2023,,520/85R42 168D TL AGRI MAX TERIS BKT Replaces 20.8R42,,"",3272.0,2.0,"",6544.0,654.4,7198.4,Y,,,,0.0,,,,,0.0,"",09/03/2023 14:00,09/03/2023 14:46
10057,,S.L & T.R BRADSHAW,tim_bradshaw@activ8.net.au,,,,,09/03/2023,,420/85R30 140A8/B TL RT-855 AGRI MAX BKT,,"",1612.0,2.0,"",3224.0,322.4,3546.4,Y,,,,0.0,,,,,0.0,"",09/03/2023 14:43,09/03/2023 14:46
10058,,Customer #2229,,,,,,13/03/2023,,5276RCA - 265/75R16 AT 5 123/120 R A/T RADAR RENEGADE,4WD Tyres,2657516,208.6,5.0,"",1043.0,104.3,1147.3,Y,5276RCA,265/75R16 AT 5 123/120 R A/T RADAR RENEGADE,4WD Tyres,149.0,,,,,745.0,"",13/03/2023 09:30,13/03/2023 09:30
10059,,Maddy Kerrison,m.kerrison96@gmail.com,,,,,15/03/2023,,LVF - Light vehicle strip fit and balance,Labour & Services,Strip,20.0,2.0,"",40.0,4.0,44.0,Y,LVF,Light Vehicle Fit/ Strip/ Balance,Labour & Services,0.0,,,,,0.0,"",15/03/2023 10:33,15/03/2023 10:34
10059,,Maddy Kerrison,m.kerrison96@gmail.com,,,,,15/03/2023,,WA - Wheel alignment,Labour & Services,"",90.0,1.0,"",90.0,9.0,99.0,Y,WA,Wheel Alignment,Labour & Services,0.0,,,,,0.0,"",15/03/2023 10:34,15/03/2023 10:34
10060,,Maddy Kerrison,m.kerrison96@gmail.com,,,,,16/03/2023,,31056 - 255/65R17 D679 114S B/STONE,4WD Tyres,2556517,385.31,2.0,"",770.62,77.062,847.682,Y,704800,255/65R17 LT D697 AT RBT 114S A/T B/STONE,4WD Tyres,275.22,,,,,550.44,"",16/03/2023 10:09,25/05/2023 08:25
