Reference,Billing Supplier,Billing Supplier Acc. No,Bill Reference,Date,Amount,Payment Type
,TYRES 4U,"",ES969581,2023-11-17 00:00:00 +1000,798.05,other
,TYRES 4U,"",ES969584,2023-11-17 00:00:00 +1000,1197.9,other
,FREEDOM TYRES,"",04086777,2024-05-08 19:20:41 +1000,6362.4,eft
SI47892,AUSSIE POWERSPORTS,"",SI47892,2023-10-25 15:23:49 +1000,1180.97,eftpos
342992,Stabilus,,342992,2023-10-26 15:45:46 +1000,762.92,eftpos
228473746595,Jacks Diesel and Fabrication,,INV-3274,2023-10-26 15:48:37 +1000,12.46,eftpos
247843,Black Truck & AG,"",1799429,2023-10-26 15:52:26 +1000,439.53,eftpos
,Black Truck & AG,"",249972,2023-10-04 00:00:00 +1000,58.56,other
,TYRES 4U,"",ES969631,2023-11-17 00:00:00 +1000,277.2,other
,TYRES 4U,"",ES96931,2023-11-17 00:00:00 +1000,277.2,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1669791,2024-05-08 18:58:53 +1000,63.8,eft
,Energi Power,"",B27TIN668,2024-05-08 19:22:32 +1000,2162.18,eft
,Energi Power,"",B27TIN674,2024-05-08 19:22:32 +1000,441.25,eft
,TECHKING AUSTRALIA,"",00012262,2024-05-08 19:11:29 +1000,1408.0,eft
,TREADCARE QLD PTY LTD,,Q3726,2024-05-08 19:10:58 +1000,1738.0,eft
,FREEDOM TYRES,"",04086852,2024-05-08 19:20:41 +1000,2134.0,eft
,TYRES 4U,"",ES969864,2023-11-17 00:00:00 +1000,744.92,other
,TOP TYRES AUSTRAILIA PTY LTD,"",1670222,2024-05-08 18:58:53 +1000,387.2,eft
,AFLO Equipment,,208827,2024-01-18 13:20:29 +1000,3700.48,eft
,EXCLUSIVE TYRES,"",10874987,2024-05-08 18:57:45 +1000,599.12,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1670303,2024-05-08 18:58:53 +1000,356.4,eft
,TECHKING AUSTRALIA,"",00012277,2024-05-08 19:11:29 +1000,3935.8,eft
,REPCO Chinchilla,"",9340371083,2024-05-08 18:53:30 +1000,646.2,eft
,OTR Australia,,PSI363145,2024-05-08 19:17:27 +1000,2540.31,eft
,NETA TIRE SERVICE & SALES P/L,"",1860583,2024-05-08 19:19:55 +1000,950.4,eft
,REPCO Chinchilla,"",3940371149,2024-05-08 18:53:30 +1000,1830.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1670645,2024-05-08 18:58:53 +1000,836.0,eft
,Energi Power,"",B27TIN676,2024-05-08 19:22:32 +1000,243.87,eft
,TYRES 4U,"",10001202,2023-11-17 00:00:00 +1000,2365.0,other
,TYRES 4U,"",10001137,2023-11-17 00:00:00 +1000,341.0,other
,TREADCARE QLD PTY LTD,,Q3754,2024-05-08 19:10:58 +1000,5412.0,eft
,TYRES 4U,"",10001443,2023-11-17 00:00:00 +1000,822.8,other
,TYRES 4U,"",10001205,2023-11-17 00:00:00 +1000,9405.0,other
,TYRES 4U,"",10001289,2023-11-17 00:00:00 +1000,981.75,other
,TYRES 4U,"",10001254,2023-11-17 00:00:00 +1000,3599.64,other
,OTR Australia,,PSI363229,2024-05-08 19:17:27 +1000,16500.0,eft
,TYRES 4U,"",10001938,2024-05-08 18:45:14 +1000,422.62,eft
,FREEDOM TYRES,"",04087048,2024-05-08 19:20:41 +1000,8712.0,eft
,TREADCARE QLD PTY LTD,,Q3756,2024-05-08 19:10:58 +1000,3811.5,eft
,NETA TIRE SERVICE & SALES P/L,"",1862088,2024-05-08 19:19:55 +1000,666.6,eft
,TREADCARE QLD PTY LTD,,Q3778,2024-05-08 19:10:58 +1000,1639.0,eft
,REPCO Chinchilla,"",3940371604,2024-05-08 18:53:30 +1000,76.46,eft
,EXCLUSIVE TYRES,"",10875227,2024-05-08 18:57:45 +1000,835.52,eft
,REPCO Chinchilla,"",3940371617,2024-05-08 18:53:30 +1000,51.48,eft
,FREEDOM TYRES,"",04087214,2024-05-08 19:20:41 +1000,1172.16,eft
,TYREMAX,"",5828471,2024-05-08 19:23:56 +1000,1234.11,eft
,TYREMAX,"",5827753,2024-05-08 19:23:56 +1000,673.55,eft
,Bridgestone Australia,"",187600194,2024-05-08 18:58:16 +1000,18818.71,eft
,TYRES 4U,"",10003662,2024-05-08 18:45:14 +1000,172.26,eft
,REPCO Chinchilla,"",3940371779,2024-05-08 18:53:30 +1000,122.1,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1671963,2024-05-08 18:58:53 +1000,862.4,eft
,FREEDOM TYRES,"",04087363,2024-05-08 19:20:41 +1000,2145.0,eft
466969,Phipps Mechanical Repairs,,114052,2023-11-09 15:57:13 +1000,22.35,eftpos
,TOOWOOMBA TRUCK SPARES,"",716048,2023-11-01 16:09:06 +1000,1058.24,eftpos
,TOOWOOMBA TRUCK SPARES,"",716317,2023-11-03 16:18:59 +1000,390.01,eftpos
,TYRES 4U,"",10004636,2024-05-08 18:45:14 +1000,127.71,eft
,KWT Imports,"",K338493,2024-05-08 19:10:16 +1000,24.12,eft
,EXCLUSIVE TYRES,"",WO1420503,2024-05-08 18:57:45 +1000,1611.11,eft
,TREADCARE QLD PTY LTD,,Q9778,2024-05-08 19:10:58 +1000,1639.0,eft
,REMA TIP TOP AUSTRALIA PTY LTD,"",2007183,2024-05-08 19:09:06 +1000,1568.76,eft
,REMA TIP TOP AUSTRALIA PTY LTD,"",2007190,2024-05-08 19:09:06 +1000,196.95,eft
,TYRES 4U,"",10003591,2024-05-08 18:45:14 +1000,1256.64,eft
,KWT Imports,"",K338507,2024-05-08 19:10:16 +1000,21.16,eft
,KWT Imports,"",K338509,2024-05-08 19:10:16 +1000,108.33,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1672887,2024-05-08 18:58:53 +1000,1903.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1672984,2024-05-08 18:58:53 +1000,334.4,eft
,TYRES 4U,"",10006132,2024-05-08 18:45:14 +1000,422.62,eft
,OTR Australia,,PSI363431,2024-05-08 19:17:27 +1000,4070.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1673098,2024-05-08 18:58:53 +1000,492.8,eft
,TYRES 4U,"",10006575,2024-05-08 18:45:14 +1000,959.38,eft
,Westpoint Auto,,1408643,2024-05-08 19:24:19 +1000,88.69,eft
462027,TOOWOOMBA TRUCK SPARES,"",716357,2023-11-03 09:39:27 +1000,152.3,eftpos
,Phipps Mechanical Repairs,,113945,2023-11-15 09:43:09 +1000,1243.8,eftpos
380460,TOOWOOMBA TRUCK SPARES,"",717401,2023-11-15 11:15:15 +1000,1078.59,eftpos
,MILES ENGINEERING,"",M0409128-A,2023-11-01 00:00:00 +1000,52.6,other
,TJM Toowoomba,,1442764,2023-10-23 00:00:00 +1000,142.0,other
,TREMBATH TYRE REPAIRS PTY LTD,"",9182,2024-05-08 19:16:39 +1000,1650.0,eft
,EXCLUSIVE TYRES,"",10875663,2024-05-08 18:57:45 +1000,747.36,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1673185,2024-05-08 18:58:53 +1000,228.8,eft
,REPCO Chinchilla,"",3940372449,2024-05-08 18:53:30 +1000,1044.05,eft
,Savcom,"",UN4014,2024-05-08 18:50:16 +1000,131.58,eft
,EXCLUSIVE TYRES,"",10875673,2024-05-08 18:57:45 +1000,1032.9,eft
,EXCLUSIVE TYRES,"",10875727,2024-05-08 18:57:45 +1000,450.62,eft
,TREADCARE QLD PTY LTD,,Q3868,2024-05-08 19:10:58 +1000,2904.0,eft
,TREADCARE QLD PTY LTD,,Q3870,2024-05-08 19:10:58 +1000,1980.0,eft
,TYRES 4U,"",10007308,2023-11-17 00:00:00 +1000,3509.0,other
,TYRES 4U,"",10006330,2024-05-08 18:45:14 +1000,4814.7,eft
,TYRES 4U,"",10007436,2023-11-17 00:00:00 +1000,546.98,other
,TYRES 4U,"",10007437,2024-05-08 18:45:14 +1000,1093.95,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN726,2024-05-08 19:15:43 +1000,1474.24,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN727,2024-05-08 19:15:43 +1000,1232.13,eft
,OTR Australia,,PSI363491,2024-05-08 19:17:27 +1000,20350.0,eft
,Pedders Toowoomba,,7544,2024-05-08 19:18:56 +1000,2661.69,eft
424396,TOOWOOMBA TRUCK SPARES,"",718127,2023-11-15 11:09:52 +1000,3197.51,eftpos
,TYRES 4U,"",10008172,2023-11-17 00:00:00 +1000,98.9,other
,BSC MOTION TECHNOLOGY,"",TW41-0000401639,2024-05-08 19:22:09 +1000,468.42,eft
,TREADCARE QLD PTY LTD,,Q3889,2024-05-08 19:10:58 +1000,792.0,eft
,BSC MOTION TECHNOLOGY,"",TW41-0000402977,2024-05-08 19:22:09 +1000,64.61,eft
,YOKOHAMA TYRE AUST PTY LTD,"",IN-101452-2023,2024-05-08 19:18:25 +1000,5011.6,eft
,YOKOHAMA TYRE AUST PTY LTD,"",IN-103827-2023,2024-05-08 19:18:25 +1000,1194.69,eft
,TECHKING AUSTRALIA,"",00012418,2024-05-08 19:11:29 +1000,2112.0,eft
,ATLAS TYRES,"",28990,2024-05-08 19:08:33 +1000,4378.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1674724,2024-05-08 18:58:53 +1000,286.0,eft
484448,TOOWOOMBA TRUCK SPARES,"",718643,2023-11-17 11:08:54 +1000,686.79,eftpos
,TYRES 4U,"",10009525,2023-11-17 00:00:00 +1000,116.82,other
,MICHELIN AUSTRALIA PTY LTD,"",Q01425340,2024-05-08 19:16:11 +1000,4090.24,eft
,MICHELIN AUSTRALIA PTY LTD,"",Q01425562,2024-05-08 19:16:11 +1000,4090.24,eft
,MICHELIN AUSTRALIA PTY LTD,"",Q01426223,2024-05-08 19:16:11 +1000,1148.0,eft
,Energi Power,"",B27TIN746,2024-05-08 19:22:32 +1000,1426.08,eft
,Energi Power,"",B27TIN747,2024-05-08 19:22:32 +1000,2393.33,eft
,TYRES 4U,"",10011033,2023-11-17 00:00:00 +1000,12100.0,other
,BLACK TOYOTA,"",PI33040462,2024-05-08 19:18:01 +1000,732.19,eft
,REMA TIP TOP AUSTRALIA PTY LTD,"",2011193,2024-05-08 19:09:06 +1000,1227.15,eft
,TYREMAX,"",5861001/01,2024-05-08 19:23:56 +1000,3743.52,eft
,YOKOHAMA TYRE AUST PTY LTD,"",IN-107952-2023,2024-05-08 19:18:25 +1000,3696.0,eft
,TREADCARE QLD PTY LTD,,Q3930,2024-05-08 19:10:58 +1000,2930.4,eft
,ATLAS TYRES,"",29026,2024-05-08 19:08:33 +1000,2189.0,eft
,TYRES 4U,"",10012551,2024-05-08 18:45:14 +1000,4840.0,eft
,YOKOHAMA TYRE AUST PTY LTD,"",IN-112546-2023,2024-05-08 19:18:25 +1000,6160.0,eft
,TREADCARE QLD PTY LTD,,Q3940,2024-05-08 19:10:58 +1000,2844.6,eft
,YOKOHAMA TYRE AUST PTY LTD,"",IN-113225-2023,2024-05-08 19:18:25 +1000,941.6,eft
,TECHKING AUSTRALIA,"",00012554,2024-05-08 19:11:29 +1000,1163.8,eft
,DYNAMIC WHEELS,"",2499392,2024-05-08 18:59:57 +1000,99.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1676294,2024-05-08 18:58:53 +1000,563.2,eft
,TYRES 4U,"",10013802,2024-05-08 18:45:14 +1000,156.42,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1676487,2024-05-08 18:58:53 +1000,127.6,eft
,AUSSIE POWERSPORTS,"",SI48488,2024-05-08 19:09:30 +1000,831.0,eft
,Black Truck & AG,"",1814788,2024-05-08 19:02:08 +1000,76.44,eft
,EXCLUSIVE TYRES,"",10876728,2024-05-08 18:57:45 +1000,540.28,eft
,TYRES 4U,"",10016209,2024-05-08 18:45:14 +1000,981.75,eft
,MILES ENGINEERING,"",M0410516,2023-12-06 14:34:38 +1000,20.95,eftpos
,TECHKING AUSTRALIA,"",00012629,2024-05-08 19:11:29 +1000,33781.0,eft
,MINI MOTORS CHINCHILLA,"",011741,2024-05-08 19:15:16 +1000,882.2,eft
,REMA TIP TOP AUSTRALIA PTY LTD,"",2016054,2024-05-08 19:09:06 +1000,1588.84,eft
,MICHELIN AUSTRALIA PTY LTD,"",2531036,2024-05-08 19:16:11 +1000,572.88,eft
,TYRES 4U,"",10017839,2024-05-08 18:45:14 +1000,35.04,eft
,TREADCARE QLD PTY LTD,,Q4006,2024-05-08 19:10:58 +1000,1650.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1678161,2024-05-08 18:58:53 +1000,435.6,eft
,TYREMAX,"",5878068/01,2024-05-08 19:23:56 +1000,692.38,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1678230,2024-05-08 18:58:53 +1000,1702.8,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1678407,2024-05-08 18:58:53 +1000,444.4,eft
,TOOWOOMBA TRUCK SPARES,"",722362,2024-05-08 18:57:02 +1000,733.26,eft
358950637613,Country Suspensions Parts and Lubricants,,00001631,2023-11-30 12:31:31 +1000,69.3,eftpos
,YOKOHAMA TYRE AUST PTY LTD,"",IN-116905-2023,2024-05-08 19:18:25 +1000,3843.84,eft
,REPCO Chinchilla,"",3940374871,2024-05-08 18:53:30 +1000,839.17,eft
,TECHKING AUSTRALIA,"",00012671,2024-05-08 19:11:29 +1000,23053.8,eft
,ATLAS TYRES,"",29121,2024-05-08 19:08:33 +1000,5962.0,eft
,EXCLUSIVE TYRES,"",70876960,2024-05-08 18:57:45 +1000,1471.18,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1679057,2024-05-08 18:58:53 +1000,387.2,eft
,ATV Store,,ATV17359,2024-05-08 19:20:15 +1000,349.9,eft
,NETA TIRE SERVICE & SALES P/L,"",1879609,2024-05-08 19:19:55 +1000,968.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1679172,2024-05-08 18:58:53 +1000,180.4,eft
,Energi Power,"",B27TIN805,2024-05-08 19:22:32 +1000,162.79,eft
,REPCO Chinchilla,"",3940374982,2024-05-08 18:53:30 +1000,192.5,eft
,TECHKING AUSTRALIA,"",00012692,2024-05-08 19:11:29 +1000,8910.0,eft
,TYRES 4U,"",10020495,2024-05-08 18:45:14 +1000,490.88,eft
,Pedders Toowoomba,,7859,2024-05-08 19:18:56 +1000,3381.59,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1679738,2024-05-08 18:58:53 +1000,2556.4,eft
,Energi Power,"",B27TIN821,2024-05-08 19:22:32 +1000,4989.38,eft
,YOKOHAMA TYRE AUST PTY LTD,"",IN-115367-2023,2024-05-08 19:18:25 +1000,1687.17,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1679979,2024-05-08 18:58:53 +1000,305.8,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1680008,2024-05-08 18:58:53 +1000,338.8,eft
,AUSSIE POWERSPORTS,"",SI48508,2024-05-08 19:09:30 +1000,381.37,eft
,REPCO Chinchilla,"",3940375588,2024-05-08 18:53:30 +1000,114.4,eft
,REPCO Chinchilla,"",3940375513,2024-05-08 18:53:30 +1000,204.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1680813,2024-05-08 18:58:53 +1000,563.2,eft
,BSC MOTION TECHNOLOGY,"",TW41-0000406274,2024-05-08 19:22:09 +1000,836.7,eft
,ATLAS TYRES,"",29190,2024-05-08 19:08:33 +1000,4554.0,eft
,BSC MOTION TECHNOLOGY,"",TW41-0000405719,2024-05-08 19:22:09 +1000,307.8,eft
,REPCO Chinchilla,"",3940375436,2024-05-08 18:53:30 +1000,1359.6,eft
,ATLAS TYRES,"",29198,2024-05-08 19:08:33 +1000,10945.0,eft
,Black Truck & AG,"",1818301,2024-05-08 19:02:08 +1000,340.73,eft
,REPCO Chinchilla,"",3940376734,2024-05-08 18:53:30 +1000,154.0,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN855,2024-05-08 19:15:43 +1000,3061.09,eft
,REPCO Chinchilla,"",3940377209,2024-05-08 18:53:30 +1000,4.95,eft
,REPCO Chinchilla,"",3940377210,2024-05-08 18:53:30 +1000,58.3,eft
,REPCO Chinchilla,"",3940377130,2024-05-08 18:53:30 +1000,94.89,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1681813,2024-05-08 18:58:53 +1000,253.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1682298,2024-05-08 18:58:53 +1000,737.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1682652,2024-05-08 18:58:53 +1000,272.8,eft
,TOOWOOMBA FORD,,86323T,2024-05-08 19:34:10 +1000,114.36,eft
,TYREMAX,"",5906027,2024-05-08 19:23:56 +1000,1341.47,eft
,TOOWOOMBA TRUCK SPARES,"",726243,2024-05-08 18:57:02 +1000,515.39,eft
,AR Stevens Jones,,1740,2024-05-08 19:05:14 +1000,6750.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1683466,2024-05-08 18:58:53 +1000,17.6,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1683273,2024-05-08 18:58:53 +1000,352.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1682961,2024-05-08 18:58:53 +1000,52.8,eft
,REPCO Chinchilla,"",3940377359,2024-05-08 18:53:30 +1000,402.2,eft
,KWT Imports,"",K342574,2024-05-08 19:10:16 +1000,72.2,eft
651417,ITR Pacific,"",651417,2023-12-15 18:55:37 +1000,4400.0,eftpos
,REMA TIP TOP AUSTRALIA PTY LTD,"",2016211,2024-05-08 19:09:06 +1000,426.05,eft
,ATLAS TYRES,"",29213,2024-05-08 19:08:33 +1000,4378.0,eft
,TYRES 4U,"",10029033,2024-05-08 18:45:14 +1000,526.68,eft
,TOOWOOMBA TRUCK SPARES,"",726825,2024-05-08 18:57:02 +1000,560.95,eft
,REPCO Chinchilla,"",3940377469,2024-05-08 18:53:30 +1000,335.23,eft
,ENIRGI POWER STORAGE PTY LTD,"",B27TIN881,2024-05-08 19:15:43 +1000,3077.42,eft
,TOOWOOMBA TRUCK SPARES,"",726993,2024-05-08 18:57:02 +1000,79.61,eft
,TREADCARE QLD PTY LTD,,Q4176,2024-05-08 19:10:58 +1000,198.0,eft
,YOKOHAMA TYRE AUST PTY LTD,"",267463,2024-05-08 19:18:25 +1000,374.62,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1683985,2024-05-08 18:58:53 +1000,24.2,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1683409,2024-05-08 18:58:53 +1000,347.6,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1684427,2024-05-08 18:58:53 +1000,585.2,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1683964,2024-05-08 18:58:53 +1000,785.4,eft
,AUSTRALIAN TYRE TRADERS,"",409053,2024-05-08 18:56:22 +1000,5632.0,eft
,ENIRGI POWER STORAGE PTY LTD,"",B86TIN410,2024-05-08 19:15:43 +1000,253.25,eft
,TOOWOOMBA TRUCK SPARES,"",727349,2024-05-08 18:57:02 +1000,526.78,eft
,REPCO Chinchilla,"",3940377626,2024-05-08 18:53:30 +1000,1040.97,eft
,Bridgestone Australia,"",187927781,2024-05-08 18:58:16 +1000,1087.24,eft
,TECHKING AUSTRALIA,"",00012844,2024-05-08 19:11:29 +1000,2816.0,eft
,TECHKING AUSTRALIA,"",00012856,2024-05-08 19:11:29 +1000,7700.0,eft
,TREADCARE QLD PTY LTD,,Q4143,2024-05-08 19:10:58 +1000,7284.2,eft
,Savcom,"",2158690,2024-05-08 18:50:16 +1000,1613.14,eft
,TOOWOOMBA TRUCK SPARES,"",XQ34MR,2023-12-14 10:25:08 +1000,1793.12,eftpos
,ATLAS TYRES,"",29264,2024-05-08 19:08:33 +1000,6899.2,eft
,REPCO Chinchilla,"",3940377815,2024-05-08 18:53:30 +1000,78.1,eft
,BLACK TOYOTA,"",PI53027605,2024-05-08 19:18:01 +1000,437.81,eft
,Bridgestone Australia,"",187927780,2024-05-08 18:58:16 +1000,6279.27,eft
,Bridgestone Australia,"",187961852,2024-05-08 18:58:16 +1000,3261.72,eft
,REMA TIP TOP AUSTRALIA PTY LTD,"",2025512,2024-05-08 19:09:06 +1000,1204.72,eft
,TECHKING AUSTRALIA,"",00012928,2024-05-08 19:11:29 +1000,12045.0,eft
,TECHKING AUSTRALIA,"",00012921,2024-05-08 19:11:29 +1000,24750.0,eft
,TOOWOOMBA TRUCK SPARES,"",728707,2024-05-08 18:57:02 +1000,157.93,eft
,TOOWOOMBA TRUCK SPARES,"",728716,2024-05-08 18:57:02 +1000,394.66,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1686402,2024-05-08 18:58:53 +1000,17.6,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1685076,2024-05-08 18:58:53 +1000,158.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1686038,2024-05-08 18:58:53 +1000,96.8,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1684773,2024-05-08 18:58:53 +1000,180.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1686044,2024-05-08 18:58:53 +1000,121.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1684888,2024-05-08 18:58:53 +1000,290.4,eft
,TECHKING AUSTRALIA,"",00012891,2024-05-08 19:11:29 +1000,525.8,eft
,TYRES 4U,"",10031850,2024-05-08 18:45:14 +1000,6160.0,eft
,TYRES 4U,"",10031851,2024-05-08 18:45:14 +1000,490.88,eft
,REPCO Chinchilla,"",3940378472,2024-05-08 18:53:30 +1000,404.8,eft
,TOOWOOMBA TRUCK SPARES,"",729063,2024-05-08 18:57:02 +1000,178.26,eft
,TOOWOOMBA TRUCK SPARES,"",729062,2024-05-08 18:57:02 +1000,1069.2,eft
,REPCO Chinchilla,"",3940378164,2024-05-08 18:53:30 +1000,1518.0,eft
,REPCO Chinchilla,"",3940378354,2024-05-08 18:53:30 +1000,37.95,eft
,REPCO Chinchilla,"",3940377952,2024-05-08 18:53:30 +1000,62.5,eft
,REPCO Chinchilla,"",3940378433,2024-05-08 18:53:30 +1000,112.2,eft
731180,TOOWOOMBA TRUCK SPARES,"",729064,2024-02-05 09:01:28 +1000,358.03,unspecified
,TOOWOOMBA TRUCK SPARES,"",729064,2024-05-08 18:57:02 +1000,1527.93,eft
,TYREMAX,"",5929573/01,2024-05-08 19:23:56 +1000,342.76,eft
,TREADCARE QLD PTY LTD,,Q4168,2024-05-08 19:10:58 +1000,3124.0,eft
,TRUCKLINE,"",9052847,2024-05-08 19:23:12 +1000,272.92,eft
,VCV Australia,,679170-004000,2024-05-08 19:29:42 +1000,664.34,eft
,REPCO Chinchilla,"",3940378623,2024-05-08 18:53:30 +1000,168.58,eft
,REPCO Chinchilla,"",3940378683,2024-05-08 18:53:30 +1000,44.55,eft
,REPCO Chinchilla,"",3940378640,2024-05-08 18:53:30 +1000,444.4,eft
,REPCO Chinchilla,"",3940378644,2024-05-08 18:53:30 +1000,144.1,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1686973,2024-05-08 18:58:53 +1000,55.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1686588,2024-05-08 18:58:53 +1000,862.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1686641,2024-05-08 18:58:53 +1000,915.2,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1687060,2024-05-08 18:58:53 +1000,602.8,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1686970,2024-05-08 18:58:53 +1000,1848.0,eft
,TYRES 4U,"",10035662,2024-05-08 18:45:14 +1000,514.8,eft
,EXCLUSIVE TYRES,"",10878538,2024-05-08 18:57:45 +1000,931.15,eft
,Western Truck Group,,2084501,2024-05-08 19:12:51 +1000,1344.55,eft
,TECHKING AUSTRALIA,"",00012953,2024-05-08 19:11:29 +1000,8613.0,eft
,TOOWOOMBA TRUCK SPARES,"",725730,2024-05-08 18:57:02 +1000,871.01,eft
,TYRES 4U,"",10036360,2024-05-08 18:45:14 +1000,3041.28,eft
,TYRES 4U,"",10035202,2024-05-08 18:45:14 +1000,880.0,eft
,EXCLUSIVE TYRES,"",10878592,2024-05-08 18:57:45 +1000,1633.42,eft
,REPCO Chinchilla,"",3940379194,2024-05-08 18:53:30 +1000,169.4,eft
,REPCO Chinchilla,"",3940379196,2024-05-08 18:53:30 +1000,658.68,eft
,REPCO Chinchilla,"",3940378995,2024-05-08 18:53:30 +1000,47.3,eft
,TYRES 4U,"",10038592,2024-05-08 18:45:14 +1000,11880.0,eft
,REPCO Chinchilla,"",3940379098,2024-05-08 18:53:30 +1000,671.61,eft
,REPCO Chinchilla,"",3940379011,2024-05-08 18:53:30 +1000,119.97,eft
3940379364,REPCO Chinchilla,"",3940379243,2024-02-02 09:39:24 +1000,61.05,unspecified
,REPCO Chinchilla,"",3940379243,2024-05-08 18:53:30 +1000,220.85,eft
,ATV Store,,ATV19050,2024-05-08 19:20:15 +1000,729.7,eft
,REPCO Chinchilla,"",3940379215,2024-05-08 18:53:30 +1000,197.39,eft
,Power Crank,WAN001,1108649,2024-05-08 19:04:38 +1000,5965.78,eft
,REPCO Chinchilla,"",3940379365,2024-05-08 18:53:30 +1000,169.4,eft
,REPCO Chinchilla,"",3940379340,2024-05-08 18:53:30 +1000,16.5,eft
,REPCO Chinchilla,"",3940379267,2024-05-08 18:53:30 +1000,27.78,eft
,REPCO Chinchilla,"",3940379237,2024-05-08 18:53:30 +1000,89.38,eft
,TYRES 4U,"",10038900,2024-05-08 18:45:14 +1000,1848.0,eft
,AUSSIE POWERSPORTS,"",SI49369,2024-05-08 19:09:30 +1000,223.91,eft
,EXCLUSIVE TYRES,"",10878828,2024-05-08 18:57:45 +1000,1517.43,eft
,AUSTRALIAN TYRE TRADERS,"",411595,2024-05-08 18:56:22 +1000,5632.0,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1689128,2024-05-08 18:58:53 +1000,510.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1687666,2024-05-08 18:58:53 +1000,576.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1687672,2024-05-08 18:58:53 +1000,598.4,eft
,TOP TYRES AUSTRAILIA PTY LTD,"",1688579,2024-05-08 18:58:53 +1000,356.4,eft
,TRUCKLINE,"",9080640,2024-05-08 19:23:12 +1000,584.06,eft
,ATLAS TYRES,"",29351,2024-05-08 19:08:33 +1000,2626.8,eft
,EXCLUSIVE TYRES,"",10878918,2024-05-08 18:57:45 +1000,2306.04,eft
,Power Crank,WAN001,1109131,2024-05-08 19:04:38 +1000,413.08,eft
,TECHKING AUSTRALIA,"",00013018,2024-05-08 19:11:29 +1000,2816.0,eft
,Corbets Parts & Industrial,TYRE02,40742,2024-05-08 19:12:15 +1000,464.75,eft
,Corbets Parts & Industrial,TYRE02,40779,2024-05-08 19:12:15 +1000,208.85,eft
,Corbets Parts & Industrial,TYRE02,40640,2024-05-08 19:12:15 +1000,335.6,eft
,Western Truck Group,,2085111,2024-05-08 19:12:51 +1000,1005.0,eft
,Armstrong Motor Group,514139,144638,2024-05-08 19:13:46 +1000,224.05,eft
,ATLAS TYRES,"",29402,2024-05-08 19:08:33 +1000,2626.8,eft
,REPCO Chinchilla,"",3940379581,2024-05-08 18:53:30 +1000,325.6,eft
3940380623,REPCO Chinchilla,"",3940380255,2024-02-16 13:35:14 +1000,277.2,unspecified
,REPCO Chinchilla,"",3940380255,2024-05-08 18:53:30 +1000,52.26,eft
,REPCO Chinchilla,"",3940380319,2024-05-08 18:53:30 +1000,97.63,eft
,REPCO Chinchilla,"",3940379855,2024-05-08 18:53:30 +1000,275.28,eft
,REPCO Chinchilla,"",3940379852,2024-05-08 18:53:30 +1000,399.16,eft
